1
m203,215,41,130,0,5330
m202,215,42,130,0,5460
m200,215,42,133,0,5586
m199,217,42,132,0,5544
m195,218,45,134,0,6030
m195,218,45,135,0,6075
m194,218,46,135,0,6210
m192,219,44,133,0,5852
m192,218,45,132,0,5940
m189,218,42,132,0,5544
m185,220,44,131,0,5764
m180,222,48,129,0,6192
m176,223,51,127,0,6477
m173,222,53,127,0,6731
m170,221,53,129,0,6837
m168,219,53,131,0,6943
m166,219,54,131,0,7074
m164,218,54,131,0,7074
m162,217,56,133,0,7448
m159,217,56,133,0,7448
m157,217,56,132,0,7392
m156,217,55,132,0,7260
m155,216,56,132,0,7392
m154,217,57,131,0,7467
m154,217,58,131,0,7598
m154,218,58,130,0,7540
m154,217,59,132,0,7788
m153,216,60,133,0,7980
m151,216,63,133,0,8379
m151,214,64,134,0,8576
m150,214,64,134,0,8576
m150,213,64,135,0,8640
m149,213,63,135,0,8505
m147,214,65,134,0,8710
m146,214,67,134,0,8978
m145,215,65,133,0,8645
m145,215,64,132,0,8448
m144,214,64,133,0,8512
m145,214,62,132,0,8184
m145,216,59,131,0,7729
m143,217,60,129,0,7740
m142,217,58,130,0,7540
m142,215,57,131,0,7467
m142,216,56,130,0,7280
m142,216,57,131,0,7467
m142,216,58,132,0,7656
m142,218,59,130,0,7670
m141,218,61,131,0,7991
m142,220,59,130,0,7670
m141,219,59,132,0,7788
m140,218,58,134,0,7772
m139,218,59,135,0,7965
m139,218,59,136,0,8024
m140,218,58,135,0,7830
m142,217,57,135,0,7695
m144,216,56,136,0,7616
m147,215,53,136,0,7208
m148,214,51,135,0,6885
m147,214,52,138,0,7176
m148,215,52,134,0,6968
m151,214,49,135,0,6615
m149,213,50,137,0,6850
m150,212,50,138,0,6900
m149,212,50,138,0,6900
m148,211,49,138,0,6762
m149,211,49,139,0,6811
m148,211,48,138,0,6624
m148,211,49,139,0,6811
m147,211,49,138,0,6762
m146,211,50,138,0,6900
m146,210,50,138,0,6900
m145,210,50,139,0,6950
m144,209,50,139,0,6950
m144,209,49,140,0,6860
m144,210,48,139,0,6672
m144,209,48,139,0,6672
m142,209,48,139,0,6672
m141,209,46,139,0,6394
m141,209,45,140,0,6300
m139,207,45,141,0,6345
m139,207,42,141,0,5922
m138,207,42,139,0,5838
m137,205,42,141,0,5922
m137,206,42,140,0,5880
m137,205,42,140,0,5880
m136,204,42,141,0,5922
m136,205,41,140,0,5740
m136,205,41,139,0,5699
m136,206,42,138,0,5796
m137,206,42,138,0,5796
m137,205,43,137,0,5891
m137,205,46,137,0,6302
m137,205,50,137,0,6850
m137,204,50,139,0,6950
m135,206,54,137,0,7398
