1
m1094,294,23,12,0,276
m1097,295,23,13,0,299
m1098,296,24,14,0,336
m1101,300,23,12,0,276
m1105,302,23,13,0,299
m1107,301,24,13,0,312
m1110,300,24,13,0,312
m1112,300,23,14,0,322
m1114,303,23,13,0,299
m1117,303,23,13,0,299
m1120,302,22,13,0,286
m1121,302,23,13,0,299
m1123,300,23,14,0,322
m1125,300,23,14,0,322
m1126,302,23,13,0,299
m1127,303,22,13,0,286
m1126,306,23,12,0,276
m1126,308,23,12,0,276
m1124,311,24,11,0,264
m1123,313,24,11,0,264
m1122,316,22,12,0,264
m1120,317,22,12,0,264
m1117,320,22,11,0,242
m1113,321,23,12,0,276
m1111,321,22,12,0,264
m1108,319,24,11,0,264
m1107,315,23,12,0,276
m1105,314,23,11,0,253
m1103,314,23,11,0,253
m1101,313,24,11,0,264
m1101,313,23,10,0,230
m1101,312,24,10,0,240
m1101,311,24,11,0,264
m1101,311,24,10,0,240
m1103,313,24,10,0,240
m1104,314,24,11,0,264
m1106,315,24,10,0,240
m1108,315,24,11,0,264
m1110,315,24,10,0,240
m1112,315,24,11,0,264
m1116,315,23,11,0,253
m1118,313,24,12,0,288
m1120,313,24,12,0,288
m1122,314,24,12,0,288
m1123,315,24,13,0,312
m1123,316,25,13,0,325
m1124,319,25,14,0,350
m1122,321,24,14,0,336
m1120,323,25,15,0,375
m1117,327,25,15,0,375
m1114,330,24,17,0,408
m1109,333,25,17,0,425
m1104,336,25,18,0,450
m1099,340,25,17,0,425
m1095,340,25,18,0,450
m1090,339,25,17,0,425
m1086,339,24,17,0,408
m1081,340,25,17,0,425
m1076,339,25,18,0,450
m1072,335,25,18,0,450
m1069,333,25,18,0,450
m1066,332,25,17,0,425
m1064,330,25,17,0,425
m1062,329,25,17,0,425
m1061,328,25,17,0,425
m1060,328,26,18,0,468
m1059,330,27,17,0,459
m1059,332,27,18,0,486
m1059,336,27,17,0,459
m1060,341,27,16,0,432
m1061,344,27,16,0,432
m1063,346,27,15,0,405
m1065,350,27,15,0,405
m1067,354,27,15,0,405
m1069,360,27,15,0,405
m1070,367,27,15,0,405
m1071,375,27,15,0,405
m1072,382,27,15,0,405
m1072,388,28,15,0,420
m1071,394,30,16,0,480
m1071,402,31,14,0,434
m1072,407,30,14,0,420
m1071,414,30,14,0,420
m1070,420,31,16,0,496
m1071,428,30,14,0,420
m1071,434,30,15,0,450
m1073,439,29,16,0,464
m1073,446,30,14,0,420
m1074,453,30,13,0,390
m1078,459,26,17,0,442
m1071,466,32,22,0,704
m1068,475,35,21,0,735
m1065,484,39,32,0,1248
m1063,495,43,27,0,1161
m1059,504,35,24,0,840
m1053,515,36,23,0,828
m1046,525,41,25,0,1025
m1038,534,40,28,0,1120
m1030,542,40,30,0,1200
m1023,551,39,31,0,1209
m1016,555,41,33,0,1353
m1008,559,44,36,0,1584
m999,562,43,42,0,1806
m990,565,45,45,0,2025
m981,568,44,44,0,1936
m970,569,45,46,0,2070
m960,570,48,48,0,2304
m948,572,45,49,0,2205
m935,574,48,51,0,2448
m921,575,49,54,0,2646
m906,576,51,54,0,2754
m889,580,51,54,0,2754
m873,583,52,56,0,2912
m856,584,53,58,0,3074
m840,586,53,58,0,3074
m822,588,55,61,0,3355
m803,590,55,62,0,3410
m784,594,66,64,0,4224
m765,597,56,65,0,3640
m745,600,58,66,0,3828
m726,606,60,64,0,3840
m706,609,62,67,0,4154
m686,615,62,66,0,4092
m662,621,63,66,0,4158
m636,628,64,66,0,4224
m606,634,66,66,0,4356
m576,642,67,64,0,4288
m546,647,66,64,0,4224
m515,652,67,62,0,4154
m484,656,68,60,0,4080
m454,658,66,59,0,3894
m420,657,68,59,0,4012
m388,658,69,54,0,3726
m354,654,70,50,0,3500
m320,649,71,51,0,3621
m287,644,71,49,0,3479
m255,637,72,48,0,3456
m224,630,73,47,0,3431
m196,623,73,48,0,3504
m168,618,73,47,0,3431
m143,612,72,45,0,3240
m114,602,75,47,0,3525
m90,592,73,47,0,3431
m65,584,75,46,0,3450
m42,576,72,43,0,3096
m18,567,74,39,0,2886
