1
m586,280,64,31,0,1984
m585,281,70,27,0,1890
m577,278,70,35,0,2450
m577,281,68,39,0,2652
m581,292,76,35,0,2660
m584,322,81,28,0,2268
m595,331,72,21,0,1512
m582,328,84,28,0,2352
m583,319,78,41,0,3198
m584,330,86,36,0,3096
m608,359,66,22,0,1452
m600,362,83,23,0,1909
m595,358,78,29,0,2262
m597,358,89,34,0,3026
m720,336,48,39,0,1872
m722,353,84,21,0,1764
m719,350,84,27,0,2268
m725,340,74,36,0,2664
m726,326,59,36,0,2124
m723,321,80,40,0,3200
m728,324,87,39,0,3393
m747,338,79,33,0,2607
m754,339,66,22,0,1452
m743,328,70,32,0,2240
m744,317,47,40,0,1880
m722,313,82,40,0,3280
m722,318,93,39,0,3627
m728,331,94,30,0,2820
m743,333,61,32,0,1952
m733,319,75,25,0,1875
m735,303,51,40,0,2040
m744,303,45,41,0,1845
m738,315,63,31,0,1953
m724,317,85,28,0,2380
m730,329,55,35,0,1925
m737,332,51,38,0,1938
m729,331,62,27,0,1674
m726,326,67,26,0,1742
m727,315,62,37,0,2294
m729,327,82,30,0,2460
m729,336,87,25,0,2175
m736,346,81,27,0,2187
m744,349,56,32,0,1792
m753,352,62,24,0,1488
m752,344,65,24,0,1560
m746,342,77,27,0,2079
m747,343,82,28,0,2296
m746,346,88,30,0,2640
m751,350,87,33,0,2871
m759,368,85,31,0,2635
m762,376,87,30,0,2610
m767,382,83,29,0,2407
m768,378,84,29,0,2436
m784,369,59,35,0,2065
m785,364,49,46,0,2254
m771,380,81,37,0,2997
m771,403,91,21,0,1911
m775,409,69,25,0,1725
m776,403,83,33,0,2739
m768,390,75,57,0,4275
m772,402,86,53,0,4558
m782,420,86,46,0,3956
m798,416,72,27,0,1944
m785,399,76,44,0,3344
m777,391,84,51,0,4284
m782,402,93,40,0,3720
m788,415,84,34,0,2856
m787,405,87,28,0,2436
m783,387,82,40,0,3280
m789,372,71,49,0,3479
m788,376,84,41,0,3444
m794,390,90,31,0,2790
m810,391,64,24,0,1536
m806,379,70,30,0,2100
m777,351,87,43,0,3741
m782,351,75,39,0,2925
m774,350,79,44,0,3476
m772,348,90,43,0,3870
m780,354,83,38,0,3154
m762,335,91,43,0,3913
m755,320,88,53,0,4664
m758,316,76,53,0,4028
m738,327,91,42,0,3822
m628,385,57,35,0,1995
m734,326,25,27,0,675
m726,309,75,36,0,2700
m719,293,78,50,0,3900
m625,381,64,28,0,1792
m613,366,62,37,0,2294
m671,306,83,28,0,2324
m686,309,62,21,0,1302
m624,369,73,26,0,1898
m659,284,82,38,0,3116
m662,265,68,53,0,3604
m630,272,91,45,0,4095
m607,283,106,31,0,3286
m596,296,103,26,0,2678
m611,297,61,34,0,2074
m602,290,72,77,0,5544
m593,255,68,97,0,6596
m587,255,64,93,0,5952
m563,263,97,84,0,8148
m540,279,136,63,0,8568
m525,296,141,49,0,6909
m586,293,85,34,0,2890
m523,272,127,52,0,6604
m528,265,119,60,0,7140
m508,268,80,51,0,4080
m591,274,79,43,0,3397
m484,313,59,42,0,2478
m478,310,56,33,0,1848
m466,293,84,37,0,3108
m579,260,55,51,0,2805
m591,259,58,50,0,2900
m589,267,81,42,0,3402
m601,282,75,37,0,2775
m609,287,64,34,0,2176
m609,288,59,28,0,1652
m595,279,63,30,0,1890
m595,276,71,41,0,2911
m585,297,88,26,0,2288
m596,306,74,44,0,3256
m608,312,47,39,0,1833
m597,316,61,21,0,1281
m588,304,69,43,0,2967
m580,315,86,38,0,3268
m583,335,90,28,0,2520
m592,341,77,37,0,2849
m601,349,62,27,0,1674
m600,355,48,26,0,1248
m601,359,57,30,0,1710
m585,364,82,30,0,2460
m589,385,69,18,0,1242
m605,382,51,22,0,1122
m597,368,60,45,0,2700
m586,383,85,36,0,3060
m604,401,71,22,0,1562
m614,397,54,26,0,1404
m599,385,69,41,0,2829
m596,397,90,35,0,3150
m618,410,63,26,0,1638
m621,400,51,27,0,1377
m624,376,43,49,0,2107
m613,379,65,48,0,3120
m610,412,94,29,0,2726
m635,407,47,36,0,1692
m634,405,57,32,0,1824
m641,380,51,56,0,2856
m635,383,73,53,0,3869
m630,413,91,34,0,3094
m657,414,45,34,0,1530
m642,406,72,34,0,2448
m641,381,63,47,0,2961
m634,371,72,56,0,4032
m641,409,93,43,0,3999
m662,411,61,34,0,2074
m653,402,62,39,0,2418
m632,385,79,39,0,3081
m634,378,58,47,0,2726
m617,376,96,61,0,5856
m633,402,83,51,0,4233
m637,400,53,43,0,2279
m606,391,82,37,0,3034
m604,364,65,53,0,3445
m567,367,98,59,0,5782
m557,390,99,50,0,4950
m571,400,68,50,0,3400
m558,389,60,48,0,2880
m538,373,78,41,0,3198
m505,344,75,73,0,5475
m477,354,91,62,0,5642
m461,390,85,49,0,4165
m457,387,72,52,0,3744
m448,371,61,54,0,3294
m421,325,52,80,0,4160
m392,331,62,76,0,4712
m359,358,75,42,0,3150
m346,377,68,45,0,3060
m318,370,70,51,0,3570
m286,314,58,70,0,4060
m265,309,58,75,0,4350
m240,318,55,64,0,3520
m210,343,59,36,0,2124
m177,356,69,26,0,1794
m121,343,69,31,0,2139
m106,327,61,30,0,1830
m80,308,63,47,0,2961
m54,280,60,74,0,4440
