1
m493,240,74,117,0,8658
m514,221,73,118,0,8614
m518,210,72,116,0,8352
m526,191,78,115,0,8970
m535,179,74,116,0,8584
m543,177,82,113,0,9266
m553,175,82,115,0,9430
m575,170,81,110,0,8910
m579,170,77,112,0,8624
m580,168,78,115,0,8970
m581,173,78,110,0,8580
m579,177,81,109,0,8829
m569,185,89,103,0,9167
m518,193,104,101,0,10504
m494,205,119,94,0,11186
m490,209,120,102,0,12240
m495,222,113,97,0,10961
m526,248,106,86,0,9116
m567,252,103,100,0,10300
m651,246,89,99,0,8811
m702,254,85,94,0,7990
m708,254,73,92,0,6716
m706,252,66,85,0,5610
m696,232,63,75,0,4725
m690,206,52,74,0,3848
m682,154,44,79,0,3476
m676,140,43,85,0,3655
m668,124,44,76,0,3344
m669,101,37,101,0,3737
m666,84,40,100,0,4000
m665,79,42,90,0,3780
m665,37,39,100,0,3900
m664,17,37,106,0,3922
m661,36,47,83,0,3901
m661,35,37,90,0,3330
m647,27,39,115,0,4485
m644,61,41,103,0,4223
m640,138,38,94,0,3572
m636,183,35,104,0,3640
m621,251,43,110,0,4730
m615,301,45,95,0,4275
m602,299,41,112,0,4592
m593,294,41,115,0,4715
m576,312,44,94,0,4136
m545,312,41,96,0,3936
m481,294,41,114,0,4674
m449,303,44,98,0,4312
m418,308,46,99,0,4554
m421,286,44,120,0,5280
m422,286,46,104,0,4784
m424,289,43,93,0,3999
m430,262,40,116,0,4640
m431,257,43,113,0,4859
m437,260,45,103,0,4635
m447,236,38,119,0,4522
m448,232,40,117,0,4680
m450,248,40,100,0,4000
m453,247,39,104,0,4056
m457,226,43,125,0,5375
m465,237,46,113,0,5198
m482,243,47,107,0,5029
m486,228,42,123,0,5166
m476,234,54,113,0,6102
m469,251,66,94,0,6204
m465,237,64,115,0,7360
m473,236,57,120,0,6840
m481,262,51,98,0,4998
m492,258,43,107,0,4601
m500,231,43,130,0,5590
m494,236,47,121,0,5687
m484,260,49,107,0,5243
m481,244,46,121,0,5566
m478,246,52,115,0,5980
m479,263,54,97,0,5238
m484,258,63,114,0,7182
m492,251,59,122,0,7198
m503,267,50,103,0,5150
m507,280,47,93,0,4371
m514,266,49,115,0,5635
m504,268,57,113,0,6441
m478,289,72,98,0,7056
m443,279,70,109,0,7630
m390,274,59,116,0,6844
m352,285,63,105,0,6615
m291,296,91,108,0,9828
m279,282,80,122,0,9760
m343,287,71,116,0,8236
m410,311,76,95,0,7220
m522,297,95,115,0,10925
m532,290,85,127,0,10795
m512,298,90,109,0,9810
m470,302,118,96,0,11328
m416,274,134,125,0,16750
m399,263,124,123,0,15252
m392,236,110,132,0,14520
m387,219,103,131,0,13493
m385,200,107,140,0,14980
m384,195,109,143,0,15587
m386,192,107,143,0,15301
