198	214	34	81
193	218	39	78
191	222	39	69
190	220	39	72
190	218	36	76
190	222	34	70
185	228	38	64
187	231	34	62
183	233	37	62
187	236	32	59
185	233	37	65
187	235	37	62
190	239	35	60
193	239	32	61
192	243	32	71
192	243	32	71
192	243	32	71
206	214	36	78
207	212	44	73
210	213	39	71
211	214	42	70
214	219	40	68
217	221	36	70
221	224	32	70
224	226	33	73
226	228	32	75
229	230	33	77
230	232	37	78
236	231	36	79
241	230	36	81
246	232	39	79
250	227	37	83
254	228	40	86
259	226	40	87
261	226	42	85
263	226	45	90
268	226	43	92
271	227	43	88
278	228	34	81
282	232	33	74
288	237	39	74
286	237	46	76
290	238	44	74
293	237	35	73
295	237	34	72
296	234	30	73
294	236	29	71
294	233	31	73
292	235	32	72
292	232	28	77
291	230	30	77
290	231	29	78
287	228	29	79
286	227	30	80
284	228	32	78
283	229	33	76
282	230	32	75
280	231	30	78
278	233	37	85
275	234	45	92
273	237	41	92
266	240	47	88
260	240	50	90
256	242	50	82
253	245	49	72
249	247	46	68
241	244	48	72
239	247	44	71
238	251	41	66
223	245	48	73
224	242	43	77
220	245	39	72
211	246	42	68
208	253	48	68
197	241	41	62
185	236	45	67
183	243	43	63
179	247	37	60
176	250	34	61
172	247	33	64
165	243	36	69
156	238	39	73
150	236	41	73
145	231	41	75
142	229	37	71
138	228	36	71
137	231	36	68
134	228	34	74
129	226	33	82
128	224	29	85
121	223	32	82
118	218	33	86
114	217	35	88
111	214	37	84
109	213	38	76
108	212	39	74
108	213	42	75
109	215	38	74
110	215	37	76
115	216	31	77
109	212	39	81
118	216	35	76
117	209	36	82
118	205	38	88
120	201	39	90
123	200	37	81
124	197	41	80
134	203	32	75
137	204	31	76
140	204	29	77
139	200	34	82
143	196	30	85
143	195	34	83
147	190	35	86
149	187	37	79
154	186	33	75
157	186	36	74
161	185	36	76
164	185	36	76
168	186	36	77
176	188	32	78
180	190	31	75
184	186	33	79
185	180	35	85
188	177	36	90
190	175	36	95
189	172	40	99
192	173	41	96
199	175	35	81
203	178	32	81
206	176	32	84
208	175	33	88
209	172	32	88
210	171	33	89
209	169	38	93
212	166	36	98
211	163	37	85
214	165	36	76
216	167	35	72
216	167	37	72
216	168	38	73
217	168	38	74
220	168	36	76
223	167	35	80
226	164	33	90
229	164	32	89
231	162	31	90
232	164	31	89
233	159	32	92
236	161	30	94
237	162	31	91
236	162	33	93
237	162	36	99
240	161	35	102
243	163	33	97
244	162	35	97
242	162	40	91
245	154	41	87
254	162	31	73
252	165	36	68
253	167	36	67
255	165	33	69
256	165	34	71
259	162	33	75
262	160	33	74
265	159	31	73
269	159	29	72
272	160	31	69
274	159	30	71
275	162	30	67
276	163	33	67
275	163	38	71
278	162	36	75
277	164	40	89
277	158	42	97
278	154	44	103
281	150	43	105
278	142	48	106
277	152	57	112
275	148	60	113
273	156	67	102
275	155	62	101
280	155	45	100
282	149	39	105
284	144	35	110
284	148	34	103
284	145	32	100
285	147	33	99
284	149	34	98
284	145	34	97
284	148	32	95
284	150	31	90
287	157	27	81
288	155	27	84
288	154	27	84
288	155	26	78
288	157	25	74
287	159	25	72
287	160	25	72
287	160	26	77
288	160	25	74
289	157	26	73
288	158	28	70
289	158	30	71
289	156	31	74
290	151	30	79
290	160	30	72
290	159	29	75
291	159	28	75
290	163	30	74
289	161	30	77
289	162	27	75
287	163	28	75
286	162	27	76
285	163	29	77
285	161	28	79
284	160	28	82
284	159	28	80
283	162	29	83
283	160	29	85
282	166	30	85
283	164	29	95
282	165	28	102
280	166	30	105
278	167	31	104
278	168	31	100
275	169	33	103
274	169	33	105
272	169	32	107
272	168	30	108
270	167	29	104
269	165	27	102
265	165	29	106
262	166	30	98
261	167	28	96
258	169	29	97
257	171	28	91
255	172	29	89
253	175	28	91
250	174	32	104
249	177	31	108
246	177	32	107
243	180	33	104
240	182	34	102
234	181	42	116
232	181	40	120
229	181	43	121
229	180	40	118
228	179	38	119
226	179	38	118
224	178	38	118
221	175	38	123
219	176	38	125
217	177	38	125
215	177	39	127
214	177	41	128
209	182	44	125
206	184	53	125
207	185	45	120
201	187	49	122
200	187	49	115
197	188	47	115
197	188	46	117
195	188	47	115
194	188	51	116
194	186	46	117
194	185	41	115
196	182	37	112
193	181	40	120
195	181	39	126
193	177	40	127
194	179	38	133
193	181	41	129
192	182	42	133
192	184	42	131
192	184	43	128
192	183	42	124
189	182	48	125
188	180	48	124
189	178	46	124
191	176	42	122
188	179	47	118
185	181	53	114
183	183	53	107
187	185	42	94
188	186	48	86
189	190	45	89
189	185	49	94
190	182	47	98
191	183	45	92
192	180	43	95
192	179	41	99
191	181	41	93
192	189	37	85
193	182	36	94
191	187	38	92
187	184	44	101
185	187	45	100
182	188	48	101
184	195	42	90
181	193	40	92
178	192	46	97
175	201	43	88
173	200	41	88
169	196	39	93
168	198	37	91
164	198	38	91
162	195	38	98
161	195	36	97
159	193	36	101
156	195	37	102
155	193	35	103
154	195	33	102
153	195	31	101
151	197	29	98
148	198	31	100
147	199	30	101
147	199	29	100
145	199	31	100
144	199	32	98
142	200	32	98
138	201	35	97
136	201	35	99
134	202	36	97
133	202	37	97
132	204	36	95
132	203	35	94
132	202	37	96
132	203	36	94
133	205	36	91
132	203	36	94
133	207	35	92
134	208	35	89
135	207	34	93
136	209	36	91
137	210	36	92
138	209	36	95
139	211	36	92
141	211	37	96
142	213	36	92
143	210	36	98
143	212	37	94
145	209	36	97
145	209	37	99
146	209	36	101
146	210	35	97
147	208	34	103
147	209	33	105
147	210	35	100
147	209	33	104
147	210	32	98
147	211	31	98
147	213	30	94
147	213	30	96
146	213	30	95
144	212	31	99
143	213	32	96
142	215	32	91
142	215	32	91
141	215	31	95
140	213	32	101
141	211	33	107
141	209	32	105
140	208	33	110
142	210	33	99
142	210	33	100
143	210	33	101
142	210	34	102
143	209	34	107
144	208	33	115
144	210	35	107
145	213	34	102
146	215	33	101
147	216	33	99
148	214	31	104
148	218	32	97
149	219	32	94
150	220	31	96
150	219	32	98
151	217	32	103
151	220	32	95
152	217	32	101
152	217	32	106
152	221	32	101
154	220	32	101
154	222	33	100
154	226	34	94
155	228	33	90
155	227	33	88
155	225	34	91
155	227	33	91
156	227	32	96
156	229	32	93
156	227	32	97
156	229	33	95
156	231	34	89
157	229	33	88
156	226	34	91
157	226	35	91
157	227	37	89
157	228	36	87
156	227	37	87
156	228	37	84
155	228	36	85
157	224	34	88
157	229	35	81
156	230	38	81
158	230	36	80
159	230	37	81
160	230	38	81
161	230	38	83
162	227	39	85
161	228	38	85
162	228	39	86
161	231	41	83
163	229	38	86
164	231	38	82
164	231	39	83
164	228	39	88
165	229	37	84
166	228	37	86
166	226	38	89
166	229	41	85
168	226	37	89
168	223	39	92
169	224	41	90
171	219	37	98
171	220	39	96
172	223	40	93
173	220	38	96
176	218	37	99
178	223	34	93
179	222	36	96
181	219	36	98
183	219	37	100
186	222	36	95
188	219	34	100
190	219	34	98
192	219	34	101
193	219	33	101
194	220	35	100
195	219	38	101
197	219	39	102
199	219	39	103
200	218	38	106
201	219	39	103
203	218	38	105
205	216	38	110
207	215	38	116
209	215	37	117
210	214	40	127
212	213	38	129
214	213	38	127
214	214	42	129
216	214	39	130
217	216	42	128
220	218	41	128
224	221	44	123
228	223	46	108
232	226	52	104
234	228	63	107
240	231	58	113
245	230	59	113
253	227	51	115
259	224	48	120
290	155	44	122
290	155	44	122
288	160	43	117
288	160	43	117
288	160	43	117
288	160	43	117
288	160	43	117
312	218	36	109
316	220	40	109
321	220	42	110
328	222	41	110
335	222	40	111
342	225	40	103
342	225	40	103
342	225	40	103
342	225	40	103
374	201	47	108
379	197	46	118
384	203	56	117
386	209	58	108
397	216	52	102
412	223	44	98
418	225	32	95
421	225	35	94
422	223	35	100
425	222	40	108
425	220	39	109
423	216	38	110
419	214	41	113
415	208	42	123
409	207	57	122
410	202	51	126
408	202	50	125
403	201	52	123
402	199	49	120
398	195	50	120
398	192	44	120
395	188	43	120
392	185	42	120
388	183	42	120
385	181	41	122
380	180	43	124
375	180	42	120
371	180	43	121
368	180	40	123
365	181	41	121
362	181	40	116
360	181	39	118
357	182	42	113
356	181	43	111
356	181	42	103
357	180	39	97
355	177	41	104
357	177	37	98
357	175	34	102
356	173	34	97
354	172	32	99
354	171	31	94
353	171	32	99
352	170	33	101
348	170	44	105
348	172	42	101
349	173	39	100
349	173	39	102
350	173	37	99
351	174	34	98
349	174	35	97
348	174	37	100
346	174	37	98
345	174	37	100
345	174	35	98
344	174	35	99
343	173	35	101
342	173	37	105
341	175	36	98
340	175	36	96
339	176	36	99
337	177	39	103
336	178	38	102
337	179	37	106
337	179	35	105
335	180	36	106
335	179	35	105
332	178	37	109
332	177	35	110
329	177	36	107
325	177	40	108
324	175	40	100
323	177	41	95
322	174	41	96
323	174	39	92
321	174	38	100
321	173	38	103
319	171	39	111
318	172	39	113
317	173	39	114
315	176	40	114
312	177	45	113
310	179	46	116
307	178	45	118
305	178	47	117
302	179	48	120
301	179	49	121
297	180	52	119
296	179	51	121
297	178	49	120
295	177	49	119
295	174	47	120
294	172	47	120
294	169	45	125
296	168	45	124
296	167	43	124
295	168	47	124
296	168	44	122
296	169	41	120
296	169	41	118
294	170	44	119
295	173	48	114
292	174	54	113
289	174	62	112
286	173	71	114
285	174	66	112
283	171	73	114
282	172	75	113
284	168	68	115
284	168	68	115
288	162	55	120
288	162	53	118
288	163	54	114
289	163	51	112
292	162	46	111
292	162	46	112
291	164	47	109
296	163	42	109
295	163	43	109
299	163	40	102
302	162	39	102
303	159	40	107
306	157	40	113
307	158	42	113
308	159	44	111
311	160	44	112
314	159	44	111
317	160	44	110
320	161	43	107
322	161	44	106
324	161	44	107
326	159	42	112
328	161	42	107
326	158	46	113
330	159	44	111
331	161	45	105
335	157	42	111
336	157	41	109
339	156	38	108
339	152	39	112
331	150	48	116
332	144	45	124
333	139	37	126
334	135	35	139
333	133	39	139
333	128	39	132
332	124	35	121
334	127	32	125
335	127	29	129
334	130	30	127
334	132	28	125
331	138	30	120
333	139	27	122
333	145	27	118
334	150	26	112
334	155	27	106
334	157	26	109
334	157	28	104
336	156	27	106
337	157	27	104
337	159	27	100
336	157	28	104
337	159	28	99
337	160	28	99
336	162	28	97
337	164	28	94
338	166	25	97
336	169	28	105
333	229	34	91
334	178	32	98
337	175	30	106
338	177	30	107
340	179	31	109
341	184	32	106
340	181	33	111
357	244	31	109
359	245	34	104
362	256	35	97
366	263	37	93
341	188	36	99
376	270	33	90
379	280	34	84
382	282	34	84
347	205	32	87
347	210	28	91
347	209	28	88
346	210	31	90
346	212	30	86
346	214	33	86
346	214	32	86
345	216	33	84
345	215	33	86
347	217	30	83
347	215	29	86
349	216	30	83
350	215	28	84
350	217	27	82
352	215	27	84
352	212	27	87
351	210	30	91
353	211	30	90
352	213	32	88
352	212	33	90
353	213	32	90
351	213	35	88
351	211	35	92
352	210	34	91
352	209	32	91
353	208	29	94
352	207	29	95
351	206	31	100
351	207	30	99
349	205	30	103
348	209	32	100
347	210	32	100
349	206	30	105
350	205	29	109
346	208	34	103
346	203	34	109
345	208	35	101
345	206	36	104
344	207	37	103
344	205	36	104
343	206	34	99
342	204	36	102
345	204	31	100
342	202	33	103
339	205	36	99
341	207	33	96
339	208	33	98
342	210	31	95
344	212	32	95
341	209	33	98
343	209	32	101
344	209	32	102
343	208	32	102
341	206	32	100
338	203	32	98
335	205	32	96
331	208	35	91
329	209	37	92
323	211	42	88
321	206	43	94
311	199	54	102
