262	94	16	26
262	92	15	26
261	91	15	27
260	89	15	27
259	89	15	27
258	88	14	28
256	85	15	29
254	83	16	30
253	82	16	30
251	80	17	31
251	77	16	32
250	75	17	32
247	73	18	33
246	71	18	34
244	70	18	34
243	69	19	33
241	69	19	32
240	67	19	32
238	64	18	34
237	63	19	35
234	61	20	36
232	61	19	35
230	58	21	36
229	57	21	36
228	55	21	37
228	54	21	37
228	52	21	38
227	51	22	37
226	48	22	39
225	47	22	39
223	44	23	39
222	42	22	41
220	39	23	42
218	37	24	42
216	35	24	43
215	32	24	44
214	31	25	44
213	28	23	45
211	27	24	45
208	24	25	46
206	23	25	47
204	21	25	48
203	20	26	48
203	20	26	49
202	18	27	50
202	17	27	49
203	15	26	51
203	14	27	51
205	14	27	53
206	13	28	52
207	15	28	49
208	14	28	51
209	13	29	52
209	13	28	52
211	13	27	52
212	11	27	54
210	11	32	53
213	9	31	54
215	9	30	53
216	7	30	53
218	9	33	53
219	11	32	52
222	18	33	53
233	41	30	58
235	44	30	56
244	71	32	50
265	68	33	44
274	55	32	43
279	45	31	44
299	7	30	43
313	0	28	36
323	0	24	29
333	1	21	24
350	-1	21	24
359	1	18	20
365	1	18	19
371	2	15	20
378	0	14	23
376	0	18	23
378	10	21	22
381	22	21	22
380	52	24	23
381	54	20	26
380	72	22	23
381	73	23	20
389	69	21	19
393	66	21	17
397	58	22	18
398	55	23	19
401	51	24	18
403	50	23	18
406	48	22	18
406	48	25	20
409	48	24	19
410	49	24	18
410	50	24	19
409	51	25	19
409	50	25	19
408	50	25	19
406	50	24	18
405	49	25	19
405	49	24	19
406	50	24	18
406	52	23	17
404	53	23	17
399	54	23	18
398	55	22	18
398	56	22	17
398	57	23	17
398	58	22	18
400	61	21	18
400	63	21	17
400	65	21	16
400	67	21	17
400	67	20	17
399	69	19	16
399	69	18	16
398	70	18	16
396	71	19	16
395	71	18	15
394	72	17	15
391	73	17	15
390	73	17	15
388	74	17	15
388	74	16	14
388	74	17	14
388	75	17	15
388	76	17	15
388	77	16	14
387	77	16	14
385	78	17	15
384	79	16	14
382	80	17	14
380	81	17	14
380	81	16	14
378	82	16	14
377	82	16	14
377	83	16	15
375	83	16	14
374	84	16	14
374	84	15	14
374	85	15	14
