1
m294,135,49,166,0,8134
m294,135,50,166,0,8300
m295,135,49,165,0,8085
m296,136,50,165,0,8250
m297,136,49,166,0,8134
m297,136,49,165,0,8085
m298,136,48,164,0,7872
m298,136,47,164,0,7708
m297,137,48,164,0,7872
m297,136,47,164,0,7708
m296,136,48,162,0,7776
m293,137,49,160,0,7840
m291,136,49,161,0,7889
m288,136,47,161,0,7567
m286,137,48,159,0,7632
m284,138,47,159,0,7473
m281,138,48,159,0,7632
m281,140,47,157,0,7379
m279,139,48,158,0,7584
m276,139,48,159,0,7632
m274,139,49,157,0,7693
m274,142,48,154,0,7392
m274,141,48,156,0,7488
m273,143,48,154,0,7392
m272,146,49,153,0,7497
m271,147,48,152,0,7296
m270,147,48,154,0,7392
m269,146,48,154,0,7392
m269,149,47,152,0,7144
m268,150,46,152,0,6992
m268,150,46,152,0,6992
m267,151,45,150,0,6750
m267,151,45,152,0,6840
m265,153,45,150,0,6750
m263,154,46,149,0,6854
m261,153,46,149,0,6854
m259,154,47,148,0,6956
m258,155,46,149,0,6854
m255,154,46,152,0,6992
m255,154,45,150,0,6750
m255,153,44,152,0,6688
m253,153,45,153,0,6885
m253,154,44,153,0,6732
m254,154,44,152,0,6688
m254,154,44,152,0,6688
m255,155,44,151,0,6644
m257,155,43,152,0,6536
m258,151,43,154,0,6622
m258,151,43,154,0,6622
m256,151,46,152,0,6992
m255,149,45,153,0,6885
m254,149,45,151,0,6795
m255,149,43,151,0,6493
m256,148,41,151,0,6191
m257,148,40,151,0,6040
m258,146,38,152,0,5776
m253,145,42,151,0,6342
m252,146,44,150,0,6600
m253,147,45,150,0,6750
m256,148,45,145,0,6525
m259,144,43,149,0,6407
m259,142,44,150,0,6600
m254,141,49,149,0,7301
m254,139,50,148,0,7400
m251,138,50,148,0,7400
m251,138,47,147,0,6909
m245,137,52,148,0,7696
m244,136,51,148,0,7548
m241,138,53,145,0,7685
m239,135,56,149,0,8344
m242,134,52,148,0,7696
m245,135,53,148,0,7844
m247,137,51,147,0,7497
m247,135,54,149,0,8046
m245,137,55,147,0,8085
m242,138,57,146,0,8322
m241,136,57,148,0,8436
m239,137,58,148,0,8584
m239,135,58,149,0,8642
m237,136,61,150,0,9150
m237,137,60,148,0,8880
m237,136,61,149,0,9089
m237,136,63,150,0,9450
m237,134,63,151,0,9513
m236,135,64,149,0,9536
m235,137,65,146,0,9490
m235,136,66,146,0,9636
m236,136,65,147,0,9555
m235,134,68,148,0,10064
m233,132,70,150,0,10500
m233,132,70,151,0,10570
m233,131,70,152,0,10640
m233,132,72,151,0,10872
m234,133,73,150,0,10950
m236,133,71,152,0,10792
m239,130,70,155,0,10850
m239,130,70,154,0,10780
m242,133,69,150,0,10350
m245,130,66,153,0,10098
m248,131,65,152,0,9880
m254,131,59,153,0,9027
m262,134,53,150,0,7950
m269,135,48,152,0,7296
m275,134,44,154,0,6776
m280,137,39,149,0,5811
m284,138,35,119,0,4165
m291,138,30,93,0,2790
m296,140,28,97,0,2716
m197,129,137,111,0,15207
m189,131,147,171,0,25137
m201,127,60,154,0,9240
m9,156,246,140,0,34440
m198,128,51,148,0,7548
m263,162,65,136,0,8840
m262,153,59,134,0,7906
m262,148,49,139,0,6811
m266,145,43,128,0,5504
m267,146,45,128,0,5760
m270,143,48,132,0,6336
m270,145,51,134,0,6834
m269,146,53,132,0,6996
m271,145,54,133,0,7182
m273,145,52,133,0,6916
m272,141,53,137,0,7261
m273,144,52,131,0,6812
m272,143,53,135,0,7155
m274,143,52,137,0,7124
m273,144,51,141,0,7191
m271,144,52,146,0,7592
m271,141,52,147,0,7644
m271,141,51,151,0,7701
m270,140,53,157,0,8321
m268,142,54,161,0,8694
m266,141,55,164,0,9020
m264,141,56,166,0,9296
m263,141,56,166,0,9296
m264,141,55,167,0,9185
m264,139,55,168,0,9240
m265,142,54,166,0,8964
m265,141,54,168,0,9072
m266,141,50,170,0,8500
m267,141,49,169,0,8281
m267,140,50,170,0,8500
m268,140,49,169,0,8281
m269,140,50,168,0,8400
m269,139,50,169,0,8450
m269,139,51,169,0,8619
m270,137,51,170,0,8670
m270,139,53,169,0,8957
m271,140,53,169,0,8957
m273,140,52,169,0,8788
m274,142,53,167,0,8851
m275,142,54,166,0,8964
m277,142,53,166,0,8798
m277,143,55,165,0,9075
m277,144,56,165,0,9240
m275,144,54,163,0,8802
m275,146,57,164,0,9348
m274,145,57,164,0,9348
m272,145,59,164,0,9676
m273,145,57,165,0,9405
m272,145,59,164,0,9676
m270,147,62,163,0,10106
m271,147,65,164,0,10660
m269,148,69,164,0,11316
