1
m647,271,31,141,0,4371
m647,274,33,141,0,4653
m648,275,35,141,0,4935
m650,275,33,143,0,4719
m644,279,37,143,0,5291
m636,281,40,144,0,5760
m636,283,41,143,0,5863
m640,283,45,142,0,6390
m640,283,41,144,0,5904
m632,282,54,146,0,7884
m628,283,56,150,0,8400
m627,291,55,151,0,8305
m625,299,56,151,0,8456
m617,311,56,143,0,8008
m617,308,56,147,0,8232
m621,305,50,148,0,7400
m626,303,50,147,0,7350
m633,300,50,145,0,7250
m636,295,50,146,0,7300
m631,294,54,145,0,7830
m625,293,54,147,0,7938
m627,294,54,147,0,7938
m641,290,49,147,0,7203
m644,290,47,147,0,6909
m643,288,47,149,0,7003
m644,288,45,148,0,6660
m646,287,43,149,0,6407
m647,283,47,149,0,7003
m649,277,47,150,0,7050
m652,272,48,151,0,7248
m653,266,46,154,0,7084
m655,262,45,153,0,6885
m659,257,45,152,0,6840
m658,251,47,152,0,7144
m651,249,47,152,0,7144
m646,247,45,151,0,6795
m643,248,42,148,0,6216
m642,243,41,149,0,6109
m643,240,40,151,0,6040
m639,242,38,148,0,5624
m636,243,34,146,0,4964
m624,248,37,143,0,5291
m616,247,37,145,0,5365
m613,241,50,147,0,7350
m634,236,37,144,0,5328
m633,234,39,142,0,5538
m630,234,37,139,0,5143
m626,234,39,138,0,5382
m627,236,43,136,0,5848
m633,236,47,136,0,6392
m636,237,48,135,0,6480
m637,236,52,135,0,7020
m635,236,59,134,0,7906
m632,236,68,133,0,9044
m630,234,74,133,0,9842
m631,233,85,135,0,11475
m636,232,83,135,0,11205
m636,232,90,134,0,12060
m631,230,97,136,0,13192
m624,231,107,136,0,14552
m624,233,108,136,0,14688
m630,232,102,137,0,13974
m633,233,101,134,0,13534
m640,230,91,138,0,12558
m648,227,80,140,0,11200
m662,223,66,145,0,9570
m683,221,49,144,0,7056
m689,221,47,142,0,6674
m690,219,45,142,0,6390
m692,217,44,143,0,6292
m691,214,41,143,0,5863
m690,211,40,143,0,5720
m694,209,40,140,0,5600
m694,205,42,140,0,5880
m694,203,42,140,0,5880
m696,202,43,138,0,5934
m695,198,43,137,0,5891
m697,194,44,137,0,6028
m701,194,42,136,0,5712
m704,197,56,134,0,7504
m723,192,55,138,0,7590
m739,188,53,137,0,7261
m747,184,47,135,0,6345
m737,188,48,138,0,6624
m735,195,46,139,0,6394
m737,201,52,138,0,7176
m745,208,48,134,0,6432
m738,210,54,136,0,7344
m737,215,51,134,0,6834
