1
m259,0,300,298,0,89400
m244,0,309,292,0,90228
m231,1,309,288,0,88992
m208,0,312,283,0,88296
m176,0,316,277,0,87532
m151,0,326,273,0,88998
m130,0,328,272,0,89216
m95,0,320,272,0,87040
m72,1,337,279,0,94023
m59,2,327,286,0,93522
m48,0,326,305,0,99430
m30,0,330,317,0,104610
m17,1,337,331,0,111547
m17,0,344,346,0,119024
m32,0,343,350,0,120050
m56,0,337,349,0,117613
m67,0,341,350,0,119350
m82,0,344,347,0,119368
m102,0,335,346,0,115910
m116,0,334,345,0,115230
m126,0,343,347,0,119021
m140,0,346,353,0,122138
m153,0,354,364,0,128856
m170,0,359,376,0,134984
m179,0,371,386,0,143206
m192,0,376,394,0,148144
m205,0,377,394,0,148538
m218,0,379,391,0,148189
m230,0,382,382,0,145924
m246,0,382,375,0,143250
m254,0,390,369,0,143910
m272,0,392,362,0,141904
m292,0,394,356,0,140264
m316,0,395,357,0,141015
m330,0,402,355,0,142710
m343,0,409,369,0,150921
m351,0,416,384,0,159744
m354,0,424,398,0,168752
m358,0,422,401,0,169222
m358,1,421,400,0,168400
m357,1,423,407,0,172161
m356,0,407,393,0,159951
m343,0,398,376,0,149648
m326,0,381,369,0,140589
m310,0,351,368,0,129168
m294,0,328,354,0,116112
m285,1,290,319,0,92510
m267,10,263,286,0,75218
m256,35,235,255,0,59925
m231,51,221,232,0,51272
m233,62,194,205,0,39770
m227,72,174,177,0,30798
m235,83,148,152,0,22496
m233,87,134,131,0,17554
m242,93,117,114,0,13338
m248,97,107,104,0,11128
m253,100,97,94,0,9118
m252,107,93,88,0,8184
m260,114,81,81,0,6561
m260,122,74,75,0,5550
m261,128,67,72,0,4824
m261,134,62,67,0,4154
m264,140,57,64,0,3648
m266,143,55,59,0,3245
m271,146,51,54,0,2754
m278,147,48,51,0,2448
m285,150,45,47,0,2115
m290,151,43,44,0,1892
m296,154,40,41,0,1640
m299,158,38,43,0,1634
m304,164,35,43,0,1505
m304,171,35,41,0,1435
m305,176,33,40,0,1320
m307,181,33,39,0,1287
m308,185,32,38,0,1216
m311,190,31,35,0,1085
m315,193,30,33,0,990
m318,195,29,31,0,899
m321,197,28,30,0,840
m325,199,27,30,0,810
